### BEGIN ps -ef###

UID          PID    PPID  C STIME TTY          TIME CMD
root         152       2  0 Oct17 ?        00:00:00 [idle_inject/23]
root         153       2  0 Oct17 ?        00:00:00 [migration/23]
root         154       2  0 Oct17 ?        00:00:00 [ksoftirqd/23]
root         156       2  0 Oct17 ?        00:00:00 [kworker/23:0H-events_highpri]
root         157       2  0 Oct17 ?        00:00:00 [cpuhp/24]
root         158       2  0 Oct17 ?        00:00:00 [idle_inject/24]
root         159       2  0 Oct17 ?        00:00:00 [migration/24]
root         160       2  0 Oct17 ?        00:00:00 [ksoftirqd/24]
root         162       2  0 Oct17 ?        00:00:00 [kworker/24:0H-events_highpri]
root         163       2  0 Oct17 ?        00:00:00 [cpuhp/25]
root         164       2  0 Oct17 ?        00:00:00 [idle_inject/25]
root         165       2  0 Oct17 ?        00:00:00 [migration/25]
root         166       2  0 Oct17 ?        00:00:00 [ksoftirqd/25]
root         168       2  0 Oct17 ?        00:00:00 [kworker/25:0H-events_highpri]
root         169       2  0 Oct17 ?        00:00:00 [cpuhp/26]
root         170       2  0 Oct17 ?        00:00:00 [idle_inject/26]
root         171       2  0 Oct17 ?        00:00:00 [migration/26]
root         172       2  0 Oct17 ?        00:00:00 [ksoftirqd/26]
root         174       2  0 Oct17 ?        00:00:00 [kworker/26:0H-events_highpri]
root         175       2  0 Oct17 ?        00:00:00 [cpuhp/27]
root         176       2  0 Oct17 ?        00:00:00 [idle_inject/27]
root         177       2  0 Oct17 ?        00:00:00 [migration/27]
root         178       2  0 Oct17 ?        00:00:00 [ksoftirqd/27]
root         180       2  0 Oct17 ?        00:00:00 [kworker/27:0H-events_highpri]
root         181       2  0 Oct17 ?        00:00:00 [cpuhp/28]
root         182       2  0 Oct17 ?        00:00:00 [idle_inject/28]
root         183       2  0 Oct17 ?        00:00:00 [migration/28]
root         184       2  0 Oct17 ?        00:00:00 [ksoftirqd/28]
root         186       2  0 Oct17 ?        00:00:00 [kworker/28:0H-kblockd]
root         187       2  0 Oct17 ?        00:00:00 [cpuhp/29]
root         188       2  0 Oct17 ?        00:00:00 [idle_inject/29]
root         189       2  0 Oct17 ?        00:00:00 [migration/29]
root         190       2  0 Oct17 ?        00:00:00 [ksoftirqd/29]
root         192       2  0 Oct17 ?        00:00:00 [kworker/29:0H-events_highpri]
root         193       2  0 Oct17 ?        00:00:00 [cpuhp/30]
root         194       2  0 Oct17 ?        00:00:00 [idle_inject/30]
root         195       2  0 Oct17 ?        00:00:00 [migration/30]
root         196       2  0 Oct17 ?        00:00:00 [ksoftirqd/30]
root         198       2  0 Oct17 ?        00:00:00 [kworker/30:0H-events_highpri]
root         199       2  0 Oct17 ?        00:00:00 [cpuhp/31]
root         200       2  0 Oct17 ?        00:00:00 [idle_inject/31]
root         201       2  0 Oct17 ?        00:00:00 [migration/31]
root         202       2  0 Oct17 ?        00:00:00 [ksoftirqd/31]
root         204       2  0 Oct17 ?        00:00:00 [kworker/31:0H-events_highpri]
root         205       2  0 Oct17 ?        00:00:00 [kdevtmpfs]
root         206       2  0 Oct17 ?        00:00:00 [inet_frag_wq]
root         207       2  0 Oct17 ?        00:00:18 [kauditd]
root         211       2  0 Oct17 ?        00:00:00 [khungtaskd]
root         212       2  0 Oct17 ?        00:00:00 [oom_reaper]
root         213       2  0 Oct17 ?        00:00:00 [writeback]
root         214       2  0 Oct17 ?        00:00:01 [kcompactd0]
root         215       2  0 Oct17 ?        00:00:00 [ksmd]
root         216       2  0 Oct17 ?        00:00:00 [khugepaged]
root         263       2  0 Oct17 ?        00:00:00 [kintegrityd]
root         264       2  0 Oct17 ?        00:00:00 [kblockd]
root         265       2  0 Oct17 ?        00:00:00 [blkcg_punt_bio]
root         266       2  0 Oct17 ?        00:00:00 [tpm_dev_wq]
root         267       2  0 Oct17 ?        00:00:00 [ata_sff]
root         268       2  0 Oct17 ?        00:00:00 [md]
root         269       2  0 Oct17 ?        00:00:00 [edac-poller]
root         270       2  0 Oct17 ?        00:00:00 [devfreq_wq]
root         271       2  0 Oct17 ?        00:00:00 [watchdogd]
root         274       2  0 Oct17 ?        00:00:00 [kworker/1:1H-events_highpri]
root         276       2  0 Oct17 ?        00:00:00 [kswapd0]
root         277       2  0 Oct17 ?        00:00:00 [ecryptfs-kthrea]
root         279       2  0 Oct17 ?        00:00:00 [kthrotld]
root         280       2  0 Oct17 ?        00:00:00 [acpi_thermal_pm]
root         282       2  0 Oct17 ?        00:00:00 [vfio-irqfd-clea]
root         284       2  0 Oct17 ?        00:00:00 [kworker/8:1H-events_highpri]
root         285       2  0 Oct17 ?        00:00:00 [mld]
root         286       2  0 Oct17 ?        00:00:00 [ipv6_addrconf]
root         298       2  0 Oct17 ?        00:00:00 [kstrp]
root         309       2  0 Oct17 ?        00:00:00 [zswap-shrink]
root         350       2  0 Oct17 ?        00:00:00 [kworker/26:2-mm_percpu_wq]
root         365       2  0 Oct17 ?        00:00:00 [charger_manager]
root         413       2  0 Oct17 ?        00:00:00 [kworker/4:1H-kblockd]
root         418       2  0 Oct17 ?        00:00:00 [nvme-wq]
root         419       2  0 Oct17 ?        00:00:00 [nvme-reset-wq]
root         420       2  0 Oct17 ?        00:00:00 [nvme-delete-wq]
root         425       2  0 Oct17 ?        00:00:00 [kworker/9:1H-events_highpri]
root         427       2  0 Oct17 ?        00:00:00 [kworker/30:1H-events_highpri]
root         431       2  0 Oct17 ?        00:00:00 [kworker/14:1H-events_highpri]
root         433       2  0 Oct17 ?        00:00:00 [scsi_eh_0]
root         434       2  0 Oct17 ?        00:00:00 [scsi_tmf_0]
root         435       2  0 Oct17 ?        00:00:00 [scsi_eh_1]
root         436       2  0 Oct17 ?        00:00:00 [scsi_tmf_1]
root         437       2  0 Oct17 ?        00:00:00 [scsi_eh_2]
root         438       2  0 Oct17 ?        00:00:00 [scsi_tmf_2]
root         439       2  0 Oct17 ?        00:00:00 [scsi_eh_3]
root         440       2  0 Oct17 ?        00:00:00 [scsi_tmf_3]
root         441       2  0 Oct17 ?        00:00:00 [scsi_eh_4]
root         442       2  0 Oct17 ?        00:00:00 [scsi_tmf_4]
root         443       2  0 Oct17 ?        00:00:00 [scsi_eh_5]
root         444       2  0 Oct17 ?        00:00:00 [scsi_tmf_5]
root         445       2  0 Oct17 ?        00:00:00 [scsi_eh_6]
root         446       2  0 Oct17 ?        00:00:00 [scsi_tmf_6]
root         447       2  0 Oct17 ?        00:00:00 [scsi_eh_7]
root         448       2  0 Oct17 ?        00:00:00 [scsi_tmf_7]
root         456       2  0 Oct17 ?        00:00:00 [kworker/10:1H-kblockd]
root         458       2  0 Oct17 ?        00:00:00 [kworker/31:1H-kblockd]
root         459       2  0 Oct17 ?        00:00:00 [kworker/22:1H-events_highpri]
root         460       2  0 Oct17 ?        00:00:00 [kworker/28:1H-events_highpri]
root         476       2  0 Oct17 ?        00:00:00 [kworker/12:1H-events_highpri]
root         479       2  0 Oct17 ?        00:00:00 [kworker/5:1H-events_highpri]
root         480       2  0 Oct17 ?        00:00:00 [kworker/3:1H-events_highpri]
root         491       2  0 Oct17 ?        00:00:00 [kworker/29:1H-events_highpri]
root         501       2  0 Oct17 ?        00:00:00 [kworker/27:1H-events_highpri]
root         502       2  0 Oct17 ?        00:00:02 [jbd2/nvme0n1p1-]
root         503       2  0 Oct17 ?        00:00:00 [ext4-rsv-conver]
root         508       2  0 Oct17 ?        00:00:00 [kworker/25:1H-kblockd]
root         509       2  0 Oct17 ?        00:00:00 [kworker/7:1H-events_highpri]
root         511       2  0 Oct17 ?        00:00:01 [kworker/16:1H-kblockd]
root         518       2  0 Oct17 ?        00:00:00 [kworker/18:1H-events_highpri]
root         522       2  0 Oct17 ?        00:00:00 [kworker/24:1H-kblockd]
root         533       2  0 Oct17 ?        00:00:00 [kworker/20:1H-events_highpri]
root         535       2  0 Oct17 ?        00:00:00 [kworker/11:1H-events_highpri]
root         538       2  0 Oct17 ?        00:00:00 [kworker/21:1H-events_highpri]
root         545       2  0 Oct17 ?        00:00:00 [kworker/19:1H-kblockd]
root         549       2  0 Oct17 ?        00:00:00 [kworker/6:1H-events_highpri]
root         551       2  0 Oct17 ?        00:00:00 [kworker/2:1H-kblockd]
root         555       1  0 Oct17 ?        00:05:03 /lib/systemd/systemd-journald
root         563       2  0 Oct17 ?        00:00:00 [kworker/15:1H-events_highpri]
root         578       2  0 Oct17 ?        00:00:00 [kworker/13:1H-events_highpri]
root         585       2  0 Oct17 ?        00:00:00 [ipmi-msghandler]
root         590       1  0 Oct17 ?        00:00:00 /lib/systemd/systemd-udevd
root         591       2  0 Oct17 ?        00:00:00 [kworker/26:1H-events_highpri]
root         593       2  0 Oct17 ?        00:00:00 [kworker/17:1H-kblockd]
root         651       2  0 Oct17 ?        00:00:00 [kworker/23:1H-events_highpri]
root         723       2  0 Oct17 ?        00:00:00 [irq/91-mei_me]
root         777       2  0 Oct17 ?        00:00:00 [cfg80211]
root         802       2  0 Oct17 ?        00:00:25 [irq/99-iwlwifi]
root         810       2  0 Oct17 ?        00:00:00 [cryptd]
root         884       2  0 Oct17 ?        00:00:00 [irq/36-1-0008]
root         899       2  0 Oct17 ?        00:00:00 [1-0008-con0]
root         910       1  0 Oct17 ?        00:00:00 /sbin/mount.ntfs /dev/sdb2 /mnt/0EACA18AACA16D41 -o rw,nosuid,nodev
root         912       2  0 Oct17 ?        00:00:26 [gfx_0.0.0]
root         913       2  0 Oct17 ?        00:00:00 [comp_1.0.0]
root         914       2  0 Oct17 ?        00:00:00 [comp_1.1.0]
root         915       2  0 Oct17 ?        00:00:00 [comp_1.2.0]
root         916       2  0 Oct17 ?        00:00:00 [comp_1.3.0]
root         917       2  0 Oct17 ?        00:00:00 [comp_1.0.1]
root         918       2  0 Oct17 ?        00:00:00 [comp_1.1.1]
root         919       2  0 Oct17 ?        00:00:00 [comp_1.2.1]
root         920       2  0 Oct17 ?        00:00:00 [comp_1.3.1]
root         921       2  0 Oct17 ?        00:00:00 [nfit]
root         922       2  0 Oct17 ?        00:00:00 [sdma0]
root         923       2  0 Oct17 ?        00:00:00 [sdma1]
root         924       2  0 Oct17 ?        00:00:00 [sdma2]
root         925       2  0 Oct17 ?        00:00:00 [sdma3]
root         926       2  0 Oct17 ?        00:00:00 [vcn_dec_0]
root         927       2  0 Oct17 ?        00:00:00 [vcn_enc_0.0]
root         928       2  0 Oct17 ?        00:00:00 [vcn_enc_0.1]
root         929       2  0 Oct17 ?        00:00:00 [vcn_dec_1]
root         930       2  0 Oct17 ?        00:00:00 [vcn_enc_1.0]
root         931       2  0 Oct17 ?        00:00:00 [vcn_enc_1.1]
root         932       2  0 Oct17 ?        00:00:00 [jpeg_dec]
systemd+     969       1  0 Oct17 ?        00:01:39 /lib/systemd/systemd-oomd
systemd+     970       1  0 Oct17 ?        00:00:01 /lib/systemd/systemd-resolved
systemd+     971       1  0 Oct17 ?        00:00:00 /lib/systemd/systemd-timesyncd
root         975       1  0 Oct17 ?        00:00:01 /usr/sbin/haveged --Foreground --verbose=1
root        1029       2  0 Oct17 ?        00:00:00 [dm_vblank_contr]
root        1032       1  0 Oct17 ?        00:00:03 /usr/libexec/accounts-daemon
root        1033       1  0 Oct17 ?        00:00:00 /usr/sbin/acpid
avahi       1036       1  0 Oct17 ?        00:00:43 avahi-daemon: running [modernslicer.local]
root        1039       1  0 Oct17 ?        00:00:00 /usr/lib/bluetooth/bluetoothd
root        1041       1  0 Oct17 ?        00:00:00 /usr/sbin/cron -f -P
message+    1042       1  0 Oct17 ?        00:00:08 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1043       1  0 Oct17 ?        00:00:12 /usr/sbin/NetworkManager --no-daemon
root        1049       1  0 Oct17 ?        00:00:19 /usr/sbin/irqbalance --foreground
root        1050       1  0 Oct17 ?        00:00:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        1051       1  0 Oct17 ?        00:00:01 /usr/libexec/polkitd --no-debug
root        1052       1  0 Oct17 ?        00:00:00 /usr/libexec/power-profiles-daemon
syslog      1053       1  0 Oct17 ?        00:00:04 /usr/sbin/rsyslogd -n -iNONE
root        1056       1  0 Oct17 ?        00:00:19 /usr/lib/snapd/snapd
root        1057       1  0 Oct17 ?        00:00:00 /usr/libexec/switcheroo-control
root        1058       1  0 Oct17 ?        00:00:00 /lib/systemd/systemd-logind
root        1060       1  0 Oct17 ?        00:00:17 /usr/libexec/udisks2/udisksd
root        1061       1  0 Oct17 ?        00:00:01 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
avahi       1069    1036  0 Oct17 ?        00:00:00 avahi-daemon: chroot helper
root        1095       1  0 Oct17 ?        00:00:00 /usr/sbin/ModemManager
root        1184       1  0 Oct17 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1197       1  0 Oct17 ?        00:01:26 /usr/bin/containerd
root        1211       2  0 Oct17 ?        00:00:00 [card0-crtc0]
root        1212       2  0 Oct17 ?        00:00:00 [card0-crtc1]
root        1213       2  0 Oct17 ?        00:00:00 [card0-crtc2]
root        1214       2  0 Oct17 ?        00:00:00 [card0-crtc3]
root        1215       2  0 Oct17 ?        00:00:00 [card0-crtc4]
root        1216       2  0 Oct17 ?        00:00:00 [card0-crtc5]
root        1217       1  0 Oct17 ?        00:00:00 /usr/bin/sddm
root        1337    1217  1 Oct17 tty1     00:15:29 /usr/lib/xorg/Xorg -nolisten tcp -auth /var/run/sddm/{47c99a8c-ef3c-496f-aee9-ed8f08f73534} -background none -noreset -displayfd 17 -seat seat0 vt1
rtkit       1512       1  0 Oct17 ?        00:00:00 /usr/libexec/rtkit-daemon
root        1836       2  0 Oct17 ?        00:00:00 [krfcommd]
root        2036       1  0 Oct17 ?        00:00:00 /usr/libexec/upowerd
root        2069    1217  0 Oct17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/sddm/sddm-helper --socket /tmp/sddm-auth978a81fa-8b24-49f9-8ad3-de7f68c7af93 --id 1 --start startxfce4 --user morin
morin       2071       1  0 Oct17 ?        00:00:00 /lib/systemd/systemd --user
morin       2072    2071  0 Oct17 ?        00:00:00 (sd-pam)
morin       2079    2071  0 Oct17 ?        00:00:00 /usr/bin/pipewire
morin       2080    2071  0 Oct17 ?        00:00:00 /usr/bin/pipewire-media-session
morin       2081    2071  0 Oct17 ?        00:04:22 /usr/bin/pulseaudio --daemonize=no --log-target=journal
morin       2091    2071  0 Oct17 ?        00:00:22 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        2092       1  0 Oct17 ?        00:00:57 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
kernoops    2115       1  0 Oct17 ?        00:00:00 /usr/sbin/kerneloops --test
morin       2122    2071  0 Oct17 ?        00:00:00 /usr/libexec/gvfsd
morin       2129    2071  0 Oct17 ?        00:00:00 /usr/libexec/xdg-document-portal
kernoops    2130       1  0 Oct17 ?        00:00:00 /usr/sbin/kerneloops
morin       2139    2071  0 Oct17 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
morin       2140       1  0 Oct17 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
morin       2141    2071  0 Oct17 ?        00:00:00 /usr/libexec/xdg-permission-store
morin       2147    2069  0 Oct17 ?        00:00:02 xfce4-session
root        2159    2129  0 Oct17 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
morin       2340    2071  0 Oct17 ?        00:00:01 /usr/libexec/tracker-miner-fs-3
morin       2357    2147  0 Oct17 ?        00:00:00 /usr/bin/ssh-agent /usr/bin/im-launch startxfce4
morin       2374       1  0 Oct17 ?        00:00:10 /usr/bin/ibus-daemon --daemonize --xim
morin       2381    2071  0 Oct17 ?        00:00:06 /usr/libexec/gvfs-udisks2-volume-monitor
morin       2391    2374  0 Oct17 ?        00:00:00 /usr/libexec/ibus-dconf
morin       2392    2374  0 Oct17 ?        00:00:03 /usr/libexec/ibus-ui-gtk3
morin       2393    2374  0 Oct17 ?        00:00:03 /usr/libexec/ibus-extension-gtk3
morin       2396       1  0 Oct17 ?        00:00:00 /usr/libexec/ibus-x11 --kill-daemon
morin       2406    2071  0 Oct17 ?        00:00:00 /usr/libexec/ibus-portal
morin       2416    2071  0 Oct17 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
morin       2426    2071  0 Oct17 ?        00:00:01 /usr/libexec/gvfs-afc-volume-monitor
morin       2544    2071  0 Oct17 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
morin       2551    2071  0 Oct17 ?        00:00:00 /usr/libexec/goa-daemon
morin       2608    2071  0 Oct17 ?        00:00:00 /usr/libexec/goa-identity-service
morin       2620    2071  0 Oct17 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
morin       2632    2071  0 Oct17 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
morin       2643    2632  0 Oct17 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
morin       2652    2071  0 Oct17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd
morin       2657    2071  0 Oct17 ?        00:00:01 /usr/libexec/at-spi2-registryd --use-gnome-session
morin       2662    2071  0 Oct17 ?        00:00:01 /usr/libexec/xdg-desktop-portal
morin       2666    2071  0 Oct17 ?        00:00:00 /usr/bin/xfce4-screensaver
morin       2675    2071  0 Oct17 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
morin       2780    2071  0 Oct17 ?        00:00:00 /usr/bin/gpg-agent --supervised
morin       2787    2147  0 Oct17 ?        00:02:19 xfwm4 --display :0.0 --sm-client-id 22a04d5b0-b663-446a-aed9-fdd8949b7797
morin       2822    2374  0 Oct17 ?        00:00:02 /usr/libexec/ibus-engine-simple
morin       2979    2071  0 Oct17 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
morin       3000    2071  0 Oct17 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
morin       3083    2147  0 Oct17 ?        00:00:00 xfsettingsd --display :0.0 --sm-client-id 29138039e-a3f3-4a48-ada7-061ec7885b06
morin       3093    2147  0 Oct17 ?        00:00:13 xfce4-panel --display :0.0 --sm-client-id 2d64a1457-f7a2-40d4-bcb0-0d23a1437f8a
morin       3098    2147  0 Oct17 ?        00:00:17 Thunar --sm-client-id 2f39f1761-d726-4db4-8e10-e45212cf97fd --daemon
morin       3104    2147  0 Oct17 ?        00:00:07 xfdesktop --display :0.0 --sm-client-id 2c751b650-6af9-45b2-8735-07f4c0fa3829
morin       3107    2071  0 Oct17 ?        00:00:00 /snap/snapd-desktop-integration/14/bin/snapd-desktop-integration
morin       3145    3093  0 Oct17 ?        00:00:09 /usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libwhiskermenu.so 7 25165831 whiskermenu Whisker Menu Show a menu to easily access installed applications
morin       3181    2147  0 Oct17 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
morin       3188    2147  0 Oct17 ?        00:00:00 /usr/bin/python3 /usr/bin/blueman-applet
morin       3193    2147  0 Oct17 ?        00:00:01 update-notifier
